entity_id,claim_id,rank,property_id,datatype,datavalue,sampling_weight_vb,sampling_weight
Q49748169,Q49748169$6C01E90F-C4EA-48E1-BF95-B4656E681F8A,normal,P1889,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 61711709, 'id': 'Q61711709'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q35257667,Q35257667$3C719C74-AF36-4065-B840-3A95B47EB23B,normal,P1889,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 61723715, 'id': 'Q61723715'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q849366,Q849366$0b3a70f8-462b-b7ce-3b72-670cfda11800,normal,P1889,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 2602551, 'id': 'Q2602551'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q5325364,Q5325364$B4C9871F-1137-4B4D-A08F-110037A12A8F,normal,P1889,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 61673823, 'id': 'Q61673823'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q1432234,Q1432234$7dbf4393-4e5b-1bfe-ad74-b935dbebda2a,normal,P1889,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 61720967, 'id': 'Q61720967'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q14689986,Q14689986$3B461927-CBF2-401C-9ECD-F95E5FC09DEC,normal,P1889,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 49751826, 'id': 'Q49751826'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q49746289,Q49746289$B491C8BF-B601-4B96-A6EC-F1067961D101,normal,P1889,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 34965315, 'id': 'Q34965315'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q953843,Q953843$DC8CEDC7-5912-4C12-A905-0D34ABC23D74,normal,P138,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 487681, 'id': 'Q487681'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q5470447,Q5470447$6C71454A-4B9D-4EF2-AA9F-E7A3F131DC4B,normal,P138,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 79403, 'id': 'Q79403'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q12693708,Q12693708$7b6f9528-4dd1-e117-9a03-cf5359c02d36,normal,P138,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 4191, 'id': 'Q4191'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q1933061,Q1933061$21E2B8FC-5ECA-4969-9020-47310234CD82,normal,P138,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 937583, 'id': 'Q937583'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q11824458,Q11824458$1BACDE7F-CF93-46A1-97B4-D6FDF6100101,normal,P138,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 251968, 'id': 'Q251968'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q7533767,Q7533767$A2A491C6-D2AC-4521-8153-0E0BDC5F0831,normal,P138,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 615975, 'id': 'Q615975'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q1657723,Q1657723$BAC24175-E5F3-4245-B8F6-34D0F0FC03A3,normal,P138,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1266637, 'id': 'Q1266637'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q6588490,Q6588490$9DA078DB-F67C-41D0-AD0C-F885824D7FE9,normal,P138,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 7710315, 'id': 'Q7710315'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q181661,Q181661$7FE561FB-6D39-4C24-9E93-2F52F6497C09,normal,P138,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 780534, 'id': 'Q780534'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q9586620,Q9586620$61479AAD-5B61-4FA6-850E-B05F8589ABDD,normal,P138,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 22063767, 'id': 'Q22063767'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q702019,Q702019$CDCE0D86-4CDA-4FFA-91FF-1AA8B8B6627C,normal,P138,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1867, 'id': 'Q1867'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q1146471,Q1146471$8E2521E8-A8EE-4E26-8D18-9EFDB17DA0CD,normal,P138,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 30974, 'id': 'Q30974'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q1152024,Q1152024$D7B1F213-E7F5-4386-B6DE-9D02FF02E74A,normal,P138,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 121157, 'id': 'Q121157'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q5260269,Q5260269$8A7CF311-E11E-4D47-833E-4CF90ECD6D6A,normal,P138,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 2625521, 'id': 'Q2625521'}, 'type': 'wikibase-entityid'}",1199|14,85.64285714285714
Q21974280,Q21974280$9E76C0FA-02C1-4E32-A978-88E755A74FD3,normal,P238,string,"{'value': 'DON', 'type': 'string'}",1566|14,111.85714285714286
Q1432917,q1432917$447D9254-146F-4F92-B855-25BEE14FFBD5,normal,P238,string,"{'value': 'SZZ', 'type': 'string'}",1566|14,111.85714285714286
Q82882,q82882$9280F902-2E10-4D2A-BE66-A4C0E00DA78B,normal,P238,string,"{'value': 'BJW', 'type': 'string'}",1566|14,111.85714285714286
Q607789,q607789$80139D48-DA8A-410F-BB15-7A91C02D17BD,normal,P238,string,"{'value': 'ASA', 'type': 'string'}",1566|14,111.85714285714286
Q1147758,q1147758$55480C14-CDFB-421B-826B-4FDA9D927371,normal,P238,string,"{'value': 'BCM', 'type': 'string'}",1566|14,111.85714285714286
Q908296,q908296$77FB6FBB-9BE0-4194-BAF4-F86CF84768ED,normal,P238,string,"{'value': 'CTS', 'type': 'string'}",1566|14,111.85714285714286
Q1769942,q1769942$BB7395AA-5D32-4F7F-A870-99D265913445,normal,P238,string,"{'value': 'FAN', 'type': 'string'}",1566|14,111.85714285714286
Q1629051,q1629051$7EBEA779-2B2B-4D94-9392-6E28E50AE531,normal,P238,string,"{'value': 'KRR', 'type': 'string'}",1566|14,111.85714285714286
Q4808925,q4808925$DC55B22E-ACF3-4CB2-AA86-CEF9C5A1202D,normal,P238,string,"{'value': 'AIF', 'type': 'string'}",1566|14,111.85714285714286
Q2875811,q2875811$606C3E8E-C1C6-47B2-8927-65242FBB0FC3,normal,P238,string,"{'value': 'BIN', 'type': 'string'}",1566|14,111.85714285714286
Q1656934,q1656934$60A00456-8E0A-43BD-AD55-33964AEED8EB,normal,P238,string,"{'value': 'CPM', 'type': 'string'}",1566|14,111.85714285714286
Q35284994,Q35284994$3b9f43b7-4b2a-0643-53bb-62a1c71a47dc,normal,P238,string,"{'value': 'NUG', 'type': 'string'}",1566|14,111.85714285714286
Q2785373,q2785373$443E1D81-A1CE-4EC4-ABBE-3631A2C043FD,normal,P238,string,"{'value': 'BWF', 'type': 'string'}",1566|14,111.85714285714286
Q3206848,q3206848$8387215B-9E50-45E0-BBD6-C38D89FEE3D4,normal,P238,string,"{'value': 'BUX', 'type': 'string'}",1566|14,111.85714285714286
Q158732,Q158732$d2f4be9d-4a64-8d76-dfa9-bc0ce2e1b4ec,normal,P529,string,"{'value': '07/25', 'type': 'string'}",1722|14,123.0
Q4720986,Q4720986$8bf68c54-45c4-d811-7393-7f738e02def0,normal,P529,string,"{'value': '13/31', 'type': 'string'}",1722|14,123.0
Q2479758,Q2479758$D5D50A13-AEC9-40CC-A877-D9F81519632B,normal,P529,string,"{'value': '06/24', 'type': 'string'}",1722|14,123.0
Q6507214,Q6507214$9641D4FC-C734-44BC-B768-97ABED3ECA9A,normal,P529,string,"{'value': '18/36', 'type': 'string'}",1722|14,123.0
Q2744821,Q2744821$81d44d4e-4a94-5979-0633-8a3ad8346ba0,normal,P529,string,"{'value': '17R/35L', 'type': 'string'}",1722|14,123.0
Q875749,Q875749$63311856-4bba-598e-e715-aac928759f55,normal,P529,string,"{'value': '17/35', 'type': 'string'}",1722|14,123.0
Q1708659,Q1708659$2f7d9b3c-4abc-6cfd-c908-1870854ce15b,normal,P529,string,"{'value': '17/35', 'type': 'string'}",1722|14,123.0
Q8026242,Q8026242$a2547347-429d-5e36-97e3-90ff7442bf0e,normal,P529,string,"{'value': '05/23', 'type': 'string'}",1722|14,123.0
Q106927312,Q106927312$4b5b7b00-400d-f54e-cfb7-66350e654c0b,normal,P529,string,"{'value': '14/32', 'type': 'string'}",1722|14,123.0
Q35284961,Q35284961$0702ffe6-4b0b-36be-1221-043d2458fb90,normal,P529,string,"{'value': '13/31', 'type': 'string'}",1722|14,123.0
Q6587985,Q6587985$f95b985f-4a27-2d8e-d4d6-b48697266ebb,normal,P529,string,"{'value': '09/27', 'type': 'string'}",1722|14,123.0
Q18472231,Q18472231$A4C939AC-1E1A-496A-BAA1-A2D58D0F03A0,normal,P529,string,"{'value': '4/22', 'type': 'string'}",1722|14,123.0
Q2571517,Q2571517$11C009BF-A83D-446F-B3E5-3AB47F061174,normal,P529,string,"{'value': '04/22', 'type': 'string'}",1722|14,123.0
Q939904,Q939904$3a8821e1-4c2b-0d99-0b40-236b77563631,normal,P529,string,"{'value': '08/26', 'type': 'string'}",1722|14,123.0
Q6522297,Q6522297$56AD5912-3F8C-4611-85FB-0F10D5A63044,normal,P571,time,"{'value': {'time': '+1942-01-12T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",1766|14,126.14285714285714
Q20735297,Q20735297$6980F3D3-4EAE-4AB6-AD99-279BC4874FA3,normal,P571,time,"{'value': {'time': '+1993-01-04T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",1766|14,126.14285714285714
Q6659671,Q6659671$E3AED76D-5E7C-4A1D-922D-50CA781B63AA,normal,P571,time,"{'value': {'time': '+1959-01-12T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",1766|14,126.14285714285714
Q35293469,Q35293469$8F8BA9BA-CC8F-4993-83CC-5B1FC4469A0C,normal,P571,time,"{'value': {'time': '+2011-01-04T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",1766|14,126.14285714285714
Q49746779,Q49746779$883FB069-B138-44B1-A376-3BCB5DE91E1E,normal,P571,time,"{'value': {'time': '+1954-01-08T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",1766|14,126.14285714285714
Q7570865,Q7570865$40C06E19-373B-42B6-978F-87B2C0235818,normal,P571,time,"{'value': {'time': '+1987-01-08T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",1766|14,126.14285714285714
Q7802967,Q7802967$686C9FFA-BA7E-4F22-91C9-425DB17C3E52,normal,P571,time,"{'value': {'time': '+1942-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",1766|14,126.14285714285714
Q35251774,Q35251774$F166FEF7-152F-4F3C-80F0-ED400A6B8B61,normal,P571,time,"{'value': {'time': '+1960-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",1766|14,126.14285714285714
Q3885964,Q3885964$19B150C4-F1B2-41B2-8452-195A558A7AB9,normal,P571,time,"{'value': {'time': '+1960-01-04T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",1766|14,126.14285714285714
Q34966462,Q34966462$718DCB58-A1B1-4375-8EC9-A03BE5217E59,normal,P571,time,"{'value': {'time': '+1950-01-09T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",1766|14,126.14285714285714
Q734729,Q734729$12AB3547-7FA9-42EB-85BB-C863E4081CC5,normal,P571,time,"{'value': {'time': '+2004-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",1766|14,126.14285714285714
Q3356156,Q3356156$edba3483-4e7b-4975-111a-51759f36125f,normal,P571,time,"{'value': {'time': '+1912-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",1766|14,126.14285714285714
Q35288979,Q35288979$A5CCF9E0-0CDA-46E4-ABE9-4383823BFB7E,normal,P571,time,"{'value': {'time': '+1981-01-02T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",1766|14,126.14285714285714
Q44868,Q44868$B7B072F1-3C06-4251-8C94-48A105D68106,normal,P571,time,"{'value': {'time': '+2004-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, 'type': 'time'}",1766|14,126.14285714285714
Q4069478,Q4069478$DC7EF4EF-661A-4365-8332-3DB05BD8A71F,normal,P931,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 638197, 'id': 'Q638197'}, 'type': 'wikibase-entityid'}",1915|14,136.78571428571428
Q1192962,Q1192962$7701B548-AD54-4610-B693-2FA23F23FD4D,normal,P931,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 41087, 'id': 'Q41087'}, 'type': 'wikibase-entityid'}",1915|14,136.78571428571428
Q1433138,Q1433138$64859D49-654E-43C2-8BBB-6046783138C7,normal,P931,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 79982, 'id': 'Q79982'}, 'type': 'wikibase-entityid'}",1915|14,136.78571428571428
Q23726051,Q23726051$D849CEDD-BC67-49C1-81AC-F95095E7EBE4,normal,P931,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1655675, 'id': 'Q1655675'}, 'type': 'wikibase-entityid'}",1915|14,136.78571428571428
Q16488213,Q16488213$22F30E32-6DDE-421B-8A56-C52DACE84DA4,normal,P931,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1015230, 'id': 'Q1015230'}, 'type': 'wikibase-entityid'}",1915|14,136.78571428571428
Q1433650,Q1433650$303BACED-7DE0-4BFE-A4CA-D3E3A1EDC999,normal,P931,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 208012, 'id': 'Q208012'}, 'type': 'wikibase-entityid'}",1915|14,136.78571428571428
Q1151896,Q1151896$D88C4A8B-5CBA-4EA7-A20F-CFA02B181D57,normal,P931,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 6397066, 'id': 'Q6397066'}, 'type': 'wikibase-entityid'}",1915|14,136.78571428571428
Q2112559,Q2112559$E0C78788-14FD-4903-8D88-74D078ACCA25,normal,P931,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 170525, 'id': 'Q170525'}, 'type': 'wikibase-entityid'}",1915|14,136.78571428571428
Q1837108,Q1837108$05577AD1-AF57-4214-AE25-0721AF6B298E,normal,P931,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 47135, 'id': 'Q47135'}, 'type': 'wikibase-entityid'}",1915|14,136.78571428571428
Q3274816,Q3274816$F5C8FB01-0C7A-4861-9863-C520EFA96817,normal,P931,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1364651, 'id': 'Q1364651'}, 'type': 'wikibase-entityid'}",1915|14,136.78571428571428
Q7330611,Q7330611$93750CCB-F1A8-4E7E-AED6-F29692A3F969,normal,P931,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 693638, 'id': 'Q693638'}, 'type': 'wikibase-entityid'}",1915|14,136.78571428571428
Q26256,Q26256$567460F2-F4FA-44B3-A8F2-2C008741656E,normal,P931,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 10670857, 'id': 'Q10670857'}, 'type': 'wikibase-entityid'}",1915|14,136.78571428571428
Q2739991,Q2739991$B446AC7F-00FB-493B-840A-A5183822DFF8,normal,P931,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1345, 'id': 'Q1345'}, 'type': 'wikibase-entityid'}",1915|14,136.78571428571428
Q12691457,Q12691457$21E31AD7-4C71-4D5D-B408-C110FE840ED9,normal,P931,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 651497, 'id': 'Q651497'}, 'type': 'wikibase-entityid'}",1915|14,136.78571428571428
Q49751139,Q49751139$1B9C60AD-D45A-47E2-ABAD-C0C0AFFF047D,normal,P240,string,"{'value': '27CL', 'type': 'string'}",2116|14,151.14285714285714
Q49747295,Q49747295$9622572B-4610-42CF-AEC9-40C13C2A75B2,normal,P240,string,"{'value': 'PA86', 'type': 'string'}",2116|14,151.14285714285714
Q3016254,Q3016254$79B8F963-7E48-46DD-8741-88CB99AFF455,normal,P240,string,"{'value': '5G2', 'type': 'string'}",2116|14,151.14285714285714
Q34966866,Q34966866$A9A1A39A-41CD-4A18-947E-48445EFEE9D4,normal,P240,string,"{'value': '3NC0', 'type': 'string'}",2116|14,151.14285714285714
Q49747873,Q49747873$DDC17118-5E02-4803-911F-335270CBF8AB,normal,P240,string,"{'value': 'WN88', 'type': 'string'}",2116|14,151.14285714285714
Q34967261,Q34967261$C3C41CFA-0C8C-4B4E-868C-F2812AEB8C1A,normal,P240,string,"{'value': '04FL', 'type': 'string'}",2116|14,151.14285714285714
Q35313196,Q35313196$D2B18206-4B23-4D4C-966F-7E79AFC99FE4,normal,P240,string,"{'value': '5NE1', 'type': 'string'}",2116|14,151.14285714285714
Q35271631,Q35271631$8499BB63-963F-4B8A-8D0C-E4CE7E9EE9C6,normal,P240,string,"{'value': '8LA9', 'type': 'string'}",2116|14,151.14285714285714
Q35288439,Q35288439$37F6ED27-3187-47B1-B2BF-6E9C8FD7BF41,normal,P240,string,"{'value': 'NE59', 'type': 'string'}",2116|14,151.14285714285714
Q3886683,q3886683$5640E810-E2F0-4A59-BEFE-FA692F720429,normal,P240,string,"{'value': 'HJO', 'type': 'string'}",2116|14,151.14285714285714
Q49751465,Q49751465$F1488176-EE87-41C9-AFE0-64206EB6BBE4,normal,P240,string,"{'value': '93VA', 'type': 'string'}",2116|14,151.14285714285714
Q35289924,Q35289924$CFFFC3AF-90B6-439B-AA83-9BB65351D309,normal,P240,string,"{'value': '3MD8', 'type': 'string'}",2116|14,151.14285714285714
Q49745346,Q49745346$BD19CFC4-4099-4432-AC6D-C23B85EDF642,normal,P240,string,"{'value': '7ND5', 'type': 'string'}",2116|14,151.14285714285714
Q652265,q652265$7ACC89B8-4B78-4925-9E2D-AAD668A04840,normal,P240,string,"{'value': 'BFL', 'type': 'string'}",2116|14,151.14285714285714
Q44553,q44553$9890039F-353C-42EC-8E3B-3B757EE7CE63,normal,P239,string,"{'value': 'HLLB', 'type': 'string'}",2308|14,164.85714285714286
Q15293395,Q15293395$011b2142-4005-09e8-b78a-449e04239bdf,normal,P239,string,"{'value': 'LBDB', 'type': 'string'}",2308|14,164.85714285714286
Q28450934,Q28450934$72E8B34B-0783-4419-8708-1E61349B54EA,normal,P239,string,"{'value': 'SKAL', 'type': 'string'}",2308|14,164.85714285714286
Q10850849,q10850849$84D4F11A-595E-4E03-A827-43F6DBFF1E1F,normal,P239,string,"{'value': 'KLKU', 'type': 'string'}",2308|14,164.85714285714286
Q21974312,Q21974312$4ED8EA10-9623-439A-B004-1F97C9915F21,normal,P239,string,"{'value': 'FZUH', 'type': 'string'}",2308|14,164.85714285714286
Q2785255,q2785255$B89F4509-F028-49F9-9910-08CE3C400212,normal,P239,string,"{'value': 'FABR', 'type': 'string'}",2308|14,164.85714285714286
Q5330867,q5330867$48A4638C-BD1D-4A6F-9E79-56D0C6D9AB7F,normal,P239,string,"{'value': 'KESW', 'type': 'string'}",2308|14,164.85714285714286
Q466997,q466997$568FDA3D-5B74-4CFF-818C-BA93F1048FAF,normal,P239,string,"{'value': 'EPKN', 'type': 'string'}",2308|14,164.85714285714286
Q6916645,Q6916645$A72CFEEB-EC45-44A5-B56D-ADDC6D685D0E,normal,P239,string,"{'value': 'FCMM', 'type': 'string'}",2308|14,164.85714285714286
Q3015859,q3015859$7D414307-F5E1-4B8D-94B0-A6A563AF6079,normal,P239,string,"{'value': 'KIYK', 'type': 'string'}",2308|14,164.85714285714286
Q3914615,Q3914615$7712362D-175D-4432-BB94-3B4EBFB9C239,normal,P239,string,"{'value': 'CTH3', 'type': 'string'}",2308|14,164.85714285714286
Q1442579,q1442579$8AB1406F-F0A2-4E71-A05E-7DC3E664CE7A,normal,P239,string,"{'value': 'FLKY', 'type': 'string'}",2308|14,164.85714285714286
Q3535924,Q3535924$0edd110b-4865-1910-1483-21a02358d5b8,normal,P239,string,"{'value': 'DBBS', 'type': 'string'}",2308|14,164.85714285714286
Q12692441,Q12692441$254AC45C-05C9-463C-905D-4AD5CADC3D54,normal,P239,string,"{'value': 'FZUP', 'type': 'string'}",2308|14,164.85714285714286
Q4673953,Q4673953$D8B843C2-570A-486D-960E-87FCD4767C94,normal,P2044,quantity,"{'value': {'amount': '+16', 'unit': 'http://www.wikidata.org/entity/Q3710'}, 'type': 'quantity'}",3818|14,272.7142857142857
Q3276007,Q3276007$6971127F-8834-4498-A438-45E34FA4FB75,normal,P2044,quantity,"{'value': {'amount': '+154', 'unit': 'http://www.wikidata.org/entity/Q3710'}, 'type': 'quantity'}",3818|14,272.7142857142857
Q3565752,Q3565752$61FDA5D0-7209-464E-B518-21D1475C8E16,normal,P2044,quantity,"{'value': {'amount': '+834', 'unit': 'http://www.wikidata.org/entity/Q3710'}, 'type': 'quantity'}",3818|14,272.7142857142857
Q7439928,Q7439928$68F65DC3-9EA6-4C28-A67E-81D3808EC77C,normal,P2044,quantity,"{'value': {'amount': '+58', 'unit': 'http://www.wikidata.org/entity/Q11573'}, 'type': 'quantity'}",3818|14,272.7142857142857
Q55628483,Q55628483$F91C6F60-F893-4541-AE9B-72560E29C4F5,normal,P2044,quantity,"{'value': {'amount': '+1467', 'unit': 'http://www.wikidata.org/entity/Q3710'}, 'type': 'quantity'}",3818|14,272.7142857142857
Q2593750,Q2593750$3D1F4D64-4307-46E4-A30A-6158D437D85F,normal,P2044,quantity,"{'value': {'amount': '+8466', 'unit': 'http://www.wikidata.org/entity/Q3710'}, 'type': 'quantity'}",3818|14,272.7142857142857
Q604547,Q604547$0E00D953-13BD-496B-866D-77C2049BCB1F,normal,P2044,quantity,"{'value': {'amount': '+41', 'unit': 'http://www.wikidata.org/entity/Q3710'}, 'type': 'quantity'}",3818|14,272.7142857142857
Q650129,Q650129$3170D7CC-F667-475D-9CD4-8B6F16E0B775,normal,P2044,quantity,"{'value': {'amount': '+740', 'unit': 'http://www.wikidata.org/entity/Q3710'}, 'type': 'quantity'}",3818|14,272.7142857142857
Q4258606,Q4258606$9D5ED64D-36F4-4F58-9989-72881A8D036A,normal,P2044,quantity,"{'value': {'amount': '+500', 'unit': 'http://www.wikidata.org/entity/Q11573'}, 'type': 'quantity'}",3818|14,272.7142857142857
Q49746279,Q49746279$A79C3263-AB56-4F14-A441-FCF1BB675DC7,normal,P2044,quantity,"{'value': {'amount': '+660', 'unit': 'http://www.wikidata.org/entity/Q3710'}, 'type': 'quantity'}",3818|14,272.7142857142857
Q35297495,Q35297495$6c48b743-4cd0-d8dd-ec01-f98ae3322fd3,normal,P2044,quantity,"{'value': {'amount': '+1249.5', 'unit': 'http://www.wikidata.org/entity/Q3710'}, 'type': 'quantity'}",3818|14,272.7142857142857
Q35300365,Q35300365$23C3972E-1F33-4B99-B7CB-CC2CC0F21859,normal,P2044,quantity,"{'value': {'amount': '+510', 'unit': 'http://www.wikidata.org/entity/Q3710'}, 'type': 'quantity'}",3818|14,272.7142857142857
Q3334278,Q3334278$C0B411D8-CB46-49F5-920E-6110101B3673,normal,P2044,quantity,"{'value': {'amount': '+233', 'unit': 'http://www.wikidata.org/entity/Q11573'}, 'type': 'quantity'}",3818|14,272.7142857142857
Q2579951,Q2579951$C04ECF95-4483-49FC-9BDD-353E4E5C8886,normal,P2044,quantity,"{'value': {'amount': '+1380', 'unit': 'http://www.wikidata.org/entity/Q11573'}, 'type': 'quantity'}",3818|14,272.7142857142857
Q49751986,Q49751986$2B24BB1B-548D-4805-B4F5-0BA2C1A3C280,normal,P131,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 127970, 'id': 'Q127970'}, 'type': 'wikibase-entityid'}",4680|14,334.2857142857143
Q1058344,Q1058344$0C076C14-372D-42E1-AB2F-706A4D4D87D0,normal,P131,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 57981523, 'id': 'Q57981523'}, 'type': 'wikibase-entityid'}",4680|14,334.2857142857143
Q35271647,Q35271647$52942917-3206-4106-938B-F507FA03259D,normal,P131,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 862584, 'id': 'Q862584'}, 'type': 'wikibase-entityid'}",4680|14,334.2857142857143
Q7233352,q7233352$29A21F85-CA81-4AA9-A16E-E50039582C82,normal,P131,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 99, 'id': 'Q99'}, 'type': 'wikibase-entityid'}",4680|14,334.2857142857143
Q35312089,Q35312089$D4F2F915-99A8-4CB1-8F54-1D635B812448,normal,P131,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 56153, 'id': 'Q56153'}, 'type': 'wikibase-entityid'}",4680|14,334.2857142857143
Q35263458,Q35263458$6aacb870-4622-9b0f-3894-239159aeb970,normal,P131,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 498301, 'id': 'Q498301'}, 'type': 'wikibase-entityid'}",4680|14,334.2857142857143
Q35280032,Q35280032$03724D1D-3694-4A7E-A8E8-5DEB6C585B45,normal,P131,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 490769, 'id': 'Q490769'}, 'type': 'wikibase-entityid'}",4680|14,334.2857142857143
Q35286468,Q35286468$EB828AFF-B8A5-42D5-A0B9-B1D5736204B6,normal,P131,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 112086, 'id': 'Q112086'}, 'type': 'wikibase-entityid'}",4680|14,334.2857142857143
Q49745539,Q49745539$A59B0A65-8827-49EE-960E-05F3B94C9460,normal,P131,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 111245, 'id': 'Q111245'}, 'type': 'wikibase-entityid'}",4680|14,334.2857142857143
